codesystem	code	description_code	value_en	description_en
obo	obo:UBERON_0012277	UBERON_0012277	UBERON_0012277	UBERON_0012277
obo	obo:UBERON_2000265	obsolete presumptive dorsal mesoderm	obsolete presumptive dorsal mesoderm	obsolete presumptive dorsal mesoderm
obo	obo:UBERON_0004683	parasubiculum	parasubiculum	parasubiculum
obo	obo:UBERON_0002983	lateral posterior nucleus of thalamus	lateral posterior nucleus of thalamus	lateral posterior nucleus of thalamus
obo	obo:UBERON_2000877	obsolete fast muscle cell somite 14	obsolete fast muscle cell somite 14	obsolete fast muscle cell somite 14
obo	obo:UBERON_0018286	molar 1 posteroloph	molar 1 posteroloph	molar 1 posteroloph
obo	obo:UBERON_0003116	pharyngeal arch 5	pharyngeal arch 5	pharyngeal arch 5
obo	obo:UBERON_2101614	anal fin middle radial element	anal fin middle radial element	anal fin middle radial element
obo	obo:UBERON_0002213	cartilaginous joint	cartilaginous joint	cartilaginous joint
obo	obo:UBERON_2005213	obsolete MeLr	obsolete MeLr	obsolete MeLr
obo	obo:UBERON_2001813	preopercular sensory canal	preopercular sensory canal	preopercular sensory canal
obo	obo:UBERON_0019222	digit 2, 3 or 4	digit 2, 3 or 4	digit 2, 3 or 4
obo	obo:UBERON_0004210	UBERON_0004210	UBERON_0004210	UBERON_0004210
obo	obo:UBERON_0008917	ampullary organ	ampullary organ	ampullary organ
obo	obo:UBERON_0025116	obsolete superficial feature part of parietal cortex	obsolete superficial feature part of parietal cortex	obsolete superficial feature part of parietal cortex
obo	obo:UBERON_0004369	Reichert's membrane	Reichert's membrane	Reichert's membrane
obo	obo:UBERON_0002669	anterior horizontal limb of lateral sulcus	anterior horizontal limb of lateral sulcus	anterior horizontal limb of lateral sulcus
obo	obo:UBERON_0035021	right vagus X nerve trunk	right vagus X nerve trunk	right vagus X nerve trunk
obo	obo:UBERON_0022598	obsolete regional part of peripheral nervous system	obsolete regional part of peripheral nervous system	obsolete regional part of peripheral nervous system
obo	obo:UBERON_0035298	tuberculum sellae	tuberculum sellae	tuberculum sellae
obo	obo:UBERON_3010552	obsolete gastrula cell	obsolete gastrula cell	obsolete gastrula cell
obo	obo:UBERON_0007775	secondary tooth	secondary tooth	secondary tooth
obo	obo:UBERON_0005380	olfactory bulb subependymal zone	olfactory bulb subependymal zone	olfactory bulb subependymal zone
obo	obo:UBERON_0010255	3rd arch mesenchyme from neural crest	3rd arch mesenchyme from neural crest	3rd arch mesenchyme from neural crest
obo	obo:UBERON_0003264	UBERON_0003264	UBERON_0003264	UBERON_0003264
obo	obo:UBERON_0005576	rhombomere 4 floor plate	rhombomere 4 floor plate	rhombomere 4 floor plate
obo	obo:UBERON_0000319	cytotrophoblast	cytotrophoblast	cytotrophoblast
obo	obo:UBERON_0004167	orbitofrontal cortex	orbitofrontal cortex	orbitofrontal cortex
obo	obo:UBERON_0016576	lamina V of gray matter of spinal cord	lamina V of gray matter of spinal cord	lamina V of gray matter of spinal cord
obo	obo:UBERON_0002019	accessory XI nerve	accessory XI nerve	accessory XI nerve
obo	obo:UBERON_0008982	fascia	fascia	fascia
obo	obo:UBERON_2005019	efferent lamellar arteriole	efferent lamellar arteriole	efferent lamellar arteriole
obo	obo:UBERON_0003725	cervical nerve plexus	cervical nerve plexus	cervical nerve plexus
obo	obo:UBERON_0005425	presumptive neural retina	presumptive neural retina	presumptive neural retina
obo	obo:UBERON_0007125	pharyngeal pouch 4	pharyngeal pouch 4	pharyngeal pouch 4
obo	obo:UBERON_0034926	anatomical row	anatomical row	anatomical row
obo	obo:UBERON_6000097	cephalic furrow	cephalic furrow	cephalic furrow
obo	obo:UBERON_3000155	extremitas anterior	extremitas anterior	extremitas anterior
obo	obo:UBERON_0026720	obsolete regional part of posterior superior frontal sulcus	obsolete regional part of posterior superior frontal sulcus	obsolete regional part of posterior superior frontal sulcus
obo	obo:UBERON_0002137	aortic valve	aortic valve	aortic valve
obo	obo:UBERON_0023846	UBERON_0023846	UBERON_0023846	UBERON_0023846
obo	obo:UBERON_2000834	sclerotome somite 25	sclerotome somite 25	sclerotome somite 25
obo	obo:UBERON_0006952	outer dental epithelium	outer dental epithelium	outer dental epithelium
obo	obo:UBERON_0013137	external pudendal artery	external pudendal artery	external pudendal artery
obo	obo:UBERON_0010534	primitive mesonephric nephron	primitive mesonephric nephron	primitive mesonephric nephron
obo	obo:UBERON_0002940	anterior column of fornix	anterior column of fornix	anterior column of fornix
obo	obo:UBERON_0001000	vas deferens	vas deferens	vas deferens
obo	obo:UBERON_0010300	epithelial scleral papilla layer	epithelial scleral papilla layer	epithelial scleral papilla layer
obo	obo:UBERON_4000173	pelvic fin lepidotrichium	pelvic fin lepidotrichium	pelvic fin lepidotrichium
obo	obo:UBERON_3010179	web glands	web glands	web glands
obo	obo:UBERON_0010685	pedal digit phalanx cartilage element	pedal digit phalanx cartilage element	pedal digit phalanx cartilage element
obo	obo:UBERON_0008831	inner spiral sulcus	inner spiral sulcus	inner spiral sulcus
obo	obo:UBERON_0003546	distal convoluted tubule macula densa	distal convoluted tubule macula densa	distal convoluted tubule macula densa
obo	obo:UBERON_0001846	internal ear	internal ear	internal ear
obo	obo:UBERON_0005855	lumbar spinal cord ventral column	lumbar spinal cord ventral column	lumbar spinal cord ventral column
obo	obo:UBERON_0003460	arm bone	arm bone	arm bone
obo	obo:UBERON_2001354	obsolete mesencephalic tegmentum	obsolete mesencephalic tegmentum	obsolete mesencephalic tegmentum
obo	obo:UBERON_0002051	epithelium of bronchiole	epithelium of bronchiole	epithelium of bronchiole
obo	obo:UBERON_0014460	supratemporal fenestra	supratemporal fenestra	supratemporal fenestra
obo	obo:UBERON_0006063	cartilaginous neural arch	cartilaginous neural arch	cartilaginous neural arch
obo	obo:UBERON_0002009	pulmonary nerve plexus	pulmonary nerve plexus	pulmonary nerve plexus
obo	obo:UBERON_0000309	body wall	body wall	body wall
obo	obo:UBERON_0011623	horn of thyroid cartilage	horn of thyroid cartilage	horn of thyroid cartilage
obo	obo:UBERON_2007023	posterior neural keel	posterior neural keel	posterior neural keel
obo	obo:UBERON_6001785	male genital disc	male genital disc	male genital disc
obo	obo:UBERON_0008332	hilum of neuraxis	hilum of neuraxis	hilum of neuraxis
obo	obo:UBERON_2001588	pectoral fin distal radial bone	pectoral fin distal radial bone	pectoral fin distal radial bone
obo	obo:UBERON_3010093	villosities	villosities	villosities
obo	obo:UBERON_0002897	cistern of lamina terminalis	cistern of lamina terminalis	cistern of lamina terminalis
obo	obo:UBERON_2001472	anterior lateral line neuromast	anterior lateral line neuromast	anterior lateral line neuromast
obo	obo:UBERON_0012075	replacement bone	replacement bone	replacement bone
obo	obo:UBERON_0000021	cutaneous appendage	cutaneous appendage	cutaneous appendage
obo	obo:UBERON_3010018	M. glutaeus magnus	M. glutaeus magnus	M. glutaeus magnus
obo	obo:UBERON_0015033	pedal digit 3 phalanx endochondral element	pedal digit 3 phalanx endochondral element	pedal digit 3 phalanx endochondral element
obo	obo:UBERON_2007033	forebrain midbrain boundary neural rod	forebrain midbrain boundary neural rod	forebrain midbrain boundary neural rod
obo	obo:UBERON_0015481	left hepatic artery	left hepatic artery	left hepatic artery
obo	obo:UBERON_6003624	adult brain	adult brain	adult brain
obo	obo:UBERON_0005621	rhomboid	rhomboid	rhomboid
obo	obo:UBERON_0004602	rib 2	rib 2	rib 2
obo	obo:UBERON_0002902	occipital pole	occipital pole	occipital pole
obo	obo:UBERON_0016505	Mullerian tubercle	Mullerian tubercle	Mullerian tubercle
obo	obo:UBERON_0000172	vomit	vomit	vomit
obo	obo:UBERON_0011172	retrorubral area of midbrain reticular nucleus	retrorubral area of midbrain reticular nucleus	retrorubral area of midbrain reticular nucleus
obo	obo:UBERON_0011867	extensor carpi radialis muscle	extensor carpi radialis muscle	extensor carpi radialis muscle
obo	obo:UBERON_0026602	UBERON_0026602	UBERON_0026602	UBERON_0026602
obo	obo:UBERON_4300035	supraneural element	supraneural element	supraneural element
obo	obo:UBERON_0004793	secretion of exocrine pancreas	secretion of exocrine pancreas	secretion of exocrine pancreas
obo	obo:UBERON_2000375	anal fin actinotrichium	anal fin actinotrichium	anal fin actinotrichium
obo	obo:UBERON_0035403	hypophysial artery	hypophysial artery	hypophysial artery
obo	obo:UBERON_0006493	C7 segment of cervical spinal cord	C7 segment of cervical spinal cord	C7 segment of cervical spinal cord
obo	obo:UBERON_2002075	distal cartilage of external anterior process of basipterygium	distal cartilage of external anterior process of basipterygium	distal cartilage of external anterior process of basipterygium
obo	obo:UBERON_0015793	induseum griseum	induseum griseum	induseum griseum
obo	obo:UBERON_0002481	bone tissue	bone tissue	bone tissue
obo	obo:UBERON_0022368	superior lateral occipital cortex	superior lateral occipital cortex	superior lateral occipital cortex
obo	obo:UBERON_0005084	UBERON_0005084	UBERON_0005084	UBERON_0005084
obo	obo:UBERON_0010926	lateral thyrohyoid ligament	lateral thyrohyoid ligament	lateral thyrohyoid ligament
obo	obo:UBERON_0018396	pulmonary baroreceptor	pulmonary baroreceptor	pulmonary baroreceptor
obo	obo:UBERON_0029396	obsolete predominantly gray regional part of superior olive	obsolete predominantly gray regional part of superior olive	obsolete predominantly gray regional part of superior olive
obo	obo:UBERON_0035843	lower esophagus submucosa	lower esophagus submucosa	lower esophagus submucosa
obo	obo:UBERON_0001805	autonomic ganglion	autonomic ganglion	autonomic ganglion
obo	obo:UBERON_0003505	trachea blood vessel	trachea blood vessel	trachea blood vessel
obo	obo:UBERON_0001110	thyrohyoid muscle	thyrohyoid muscle	thyrohyoid muscle
obo	obo:UBERON_0012110	frontal process of zygomatic bone	frontal process of zygomatic bone	frontal process of zygomatic bone
obo	obo:UBERON_0006911	digestive system secreted substance	digestive system secreted substance	digestive system secreted substance
obo	obo:UBERON_2205373	dorsal fin distal radial cartilage 2	dorsal fin distal radial cartilage 2	dorsal fin distal radial cartilage 2
obo	obo:UBERON_0004479	musculature of trunk	musculature of trunk	musculature of trunk
obo	obo:UBERON_0009585	interdigital region mesenchyme	interdigital region mesenchyme	interdigital region mesenchyme
obo	obo:UBERON_0035647	posterior auricular nerve	posterior auricular nerve	posterior auricular nerve
obo	obo:UBERON_4200095	infraspinous process	infraspinous process	infraspinous process
obo	obo:UBERON_0000011	parasympathetic nervous system	parasympathetic nervous system	parasympathetic nervous system
obo	obo:UBERON_0002323	coelemic cavity lumen	coelemic cavity lumen	coelemic cavity lumen
obo	obo:UBERON_0035529	left common iliac artery	left common iliac artery	left common iliac artery
obo	obo:UBERON_0008909	perichordal bone	perichordal bone	perichordal bone
obo	obo:PR_000001343	PR_000001343	PR_000001343	PR_000001343
obo	obo:PR_000001944	PR_000001944	PR_000001944	PR_000001944
obo	obo:UBERON_2000571	obsolete presumptive telencephalon	obsolete presumptive telencephalon	obsolete presumptive telencephalon
obo	obo:UBERON_3000265	obsolete larval structure	obsolete larval structure	obsolete larval structure
obo	obo:UBERON_2002271	ventral caudal procurrent ray 2	ventral caudal procurrent ray 2	ventral caudal procurrent ray 2
obo	obo:UBERON_0009504	mesenchyme of main bronchus	mesenchyme of main bronchus	mesenchyme of main bronchus
obo	obo:UBERON_0010155	parietomastoid suture	parietomastoid suture	parietomastoid suture
obo	obo:UBERON_0007386	pelvic appendage lymph vessel	pelvic appendage lymph vessel	pelvic appendage lymph vessel
obo	obo:UBERON_4200014	lateral tuber of ulna	lateral tuber of ulna	lateral tuber of ulna
obo	obo:UBERON_0015838	molar dental pulp	molar dental pulp	molar dental pulp
obo	obo:UBERON_0015143	mesenteric fat pad	mesenteric fat pad	mesenteric fat pad
obo	obo:UBERON_5103635	pedal digit 5 digitopodial skeleton	pedal digit 5 digitopodial skeleton	pedal digit 5 digitopodial skeleton
obo	obo:UBERON_6005434	visual anlage	visual anlage	visual anlage
obo	obo:UBERON_0008941	pleural ganglion	pleural ganglion	pleural ganglion
obo	obo:UBERON_0000086	zona pellucida	zona pellucida	zona pellucida
obo	obo:UBERON_0026722	transverse parietal sulcus	transverse parietal sulcus	transverse parietal sulcus
obo	obo:NCBITaxon_9362	Insectivora	Insectivora	Insectivora
obo	obo:UBERON_0022292	splenic arteriole	splenic arteriole	splenic arteriole
obo	obo:UBERON_0001956	cartilage of bronchus	cartilage of bronchus	cartilage of bronchus
obo	obo:UBERON_0001344	epithelium of vagina	epithelium of vagina	epithelium of vagina
obo	obo:UBERON_0005356	Rathke's pouch	Rathke's pouch	Rathke's pouch
obo	obo:UBERON_0003656	mesopodium bone	mesopodium bone	mesopodium bone
obo	obo:UBERON_3010138	trabecular horn	trabecular horn	trabecular horn
obo	obo:UBERON_0012344	holocrine gland	holocrine gland	holocrine gland
obo	obo:UBERON_0017259	placental caruncle	placental caruncle	placental caruncle
obo	obo:UBERON_3000844	sulcus longitudinalis	sulcus longitudinalis	sulcus longitudinalis
obo	obo:UBERON_0011861	aorta collagen fibril	aorta collagen fibril	aorta collagen fibril
obo	obo:UBERON_0002129	cerebellar cortex	cerebellar cortex	cerebellar cortex
obo	obo:UBERON_0013561	Brodmann (1909) area 43	Brodmann (1909) area 43	Brodmann (1909) area 43
obo	obo:UBERON_0013519	avian uterine tube isthmus	avian uterine tube isthmus	avian uterine tube isthmus
obo	obo:UBERON_0011819	lumen of atrioventricular canal	lumen of atrioventricular canal	lumen of atrioventricular canal
obo	obo:UBERON_3010707	m. dorsalis scapulae	m. dorsalis scapulae	m. dorsalis scapulae
obo	obo:UBERON_0034706	proliferating neuroepithelium	proliferating neuroepithelium	proliferating neuroepithelium
obo	obo:UBERON_0006216	cervical sinus of His	cervical sinus of His	cervical sinus of His
obo	obo:UBERON_0035561	styliform element	styliform element	styliform element
obo	obo:UBERON_0028422	Ongur, Price, and Ferry (2003) area 24	Ongur, Price, and Ferry (2003) area 24	Ongur, Price, and Ferry (2003) area 24
obo	obo:UBERON_0030276	lumbar spinal cord ventral horn	lumbar spinal cord ventral horn	lumbar spinal cord ventral horn
obo	obo:UBERON_3010289	obsolete follicle cell	obsolete follicle cell	obsolete follicle cell
obo	obo:UBERON_0000398	cartilage tissue of sternum	cartilage tissue of sternum	cartilage tissue of sternum
obo	obo:PR_000001813	PR_000001813	PR_000001813	PR_000001813
obo	obo:UBERON_0002559	medullary reticular formation	medullary reticular formation	medullary reticular formation
obo	obo:UBERON_2001861	epibranchial 3-pharyngobranchial 3 joint	epibranchial 3-pharyngobranchial 3 joint	epibranchial 3-pharyngobranchial 3 joint
obo	obo:UBERON_2002027	pectoral fin proximal radial bone 2	pectoral fin proximal radial bone 2	pectoral fin proximal radial bone 2
obo	obo:UBERON_0008882	spinal cord commissure	spinal cord commissure	spinal cord commissure
obo	obo:UBERON_0005036	mucosa of main bronchus	mucosa of main bronchus	mucosa of main bronchus
obo	obo:UBERON_0002433	pars tuberalis of adenohypophysis	pars tuberalis of adenohypophysis	pars tuberalis of adenohypophysis
obo	obo:UBERON_1000021	skin of face	skin of face	skin of face
obo	obo:UBERON_0001024	obsolete neurite	obsolete neurite	obsolete neurite
obo	obo:UBERON_0015828	cerebellum ventricular layer	cerebellum ventricular layer	cerebellum ventricular layer
obo	obo:UBERON_0035757	embryonic capillary plexus	embryonic capillary plexus	embryonic capillary plexus
obo	obo:UBERON_0004712	UBERON_0004712	UBERON_0004712	UBERON_0004712
obo	obo:UBERON_0018315	clasper plate	clasper plate	clasper plate
obo	obo:UBERON_0000977	pleura	pleura	pleura
obo	obo:UBERON_0002677	obsolete regional part of medullary raphe nuclear complex	obsolete regional part of medullary raphe nuclear complex	obsolete regional part of medullary raphe nuclear complex
obo	obo:UBERON_0013677	serrated projection of ctenactinium	serrated projection of ctenactinium	serrated projection of ctenactinium
obo	obo:UBERON_0011282	nail of pedal digit 5	nail of pedal digit 5	nail of pedal digit 5
obo	obo:UBERON_0028412	Ongur, Price, and Ferry (2003) area 10p	Ongur, Price, and Ferry (2003) area 10p	Ongur, Price, and Ferry (2003) area 10p
